"DBN","School.Name","pct_female","pct_male","pct_asian","pct_black","pct_hispanic","pct_multi.racial","pct_native_american","pct_white","pct_disabilities","pct_eng_learners","pct_poverty","economic_need_index","school_name","total_students","students_temp_housing","pct_temp_housing","students_residing_shelter","residing_dhs_shelter","residing_non_dhs_shelter","doubled_up"
"10X037","P.S. X037 - Multiple Intelligence School",45.2,54.8,1.2,15.7,81.8,0.2,0.5,0.7,31.3,13.6,88.7,90.3,"P.S. X037 - Multiple Intelligence School",453,"87",19.20529753,"20","s","s","67"
"10X045","Thomas C. Giordano Middle School 45",51.8,48.2,1.9,14,81.7,0.2,1,1.2,24.3,21.9,94.5,94.2,"Thomas C. Giordano Middle School 45",451,"93",20.62084228,"27","20","7","60"
"10X046","P.S. 046 Edgar Allan Poe",49.5,50.5,1.2,12,83.7,0.6,0.6,1.9,25.2,38.3,95,95,"P.S. 046 Edgar Allan Poe",677,"177",26.14475489,"49","42","7","124"
"10X051","The Bronx STEM and Arts Academy",54.1,45.9,0.6,26.4,69.2,0,1.9,1.9,17,11.3,95,93.8,"The Bronx STEM and Arts Academy",156,"33",21.15384638,"19","s","s","13"
"10X054","P.S./I.S. 54",50.4,49.6,2.6,18.6,76.8,0.3,0.6,1.2,21.4,17.1,95,95,"P.S./I.S. 54",366,"92",25.13661087,"29","s","s","56"
"10X056","P.S. 056 Norwood Heights",48.2,51.8,18.8,7,64.4,1.6,0.8,7.3,24,22.2,90.3,89.7,"P.S. 056 Norwood Heights",671,"150",22.3546952,"76","69","7","73"
"10X059","P.S. 059 The Community School of Technology",48.4,51.6,0.3,32.6,65,0.3,0.3,1.6,31.6,21.1,95,95,"P.S. 059 The Community School of Technology",407,"117",28.74692976,"79","s","s","37"
"10X077","Bedford Park Elementary School",51.6,48.4,17.3,5.8,67,0.4,1.1,8.4,18.2,33.2,86.1,87.5,"Bedford Park Elementary School",496,"89",17.94354767,"24","s","s","65"
"10X080","J.H.S. 080 The Mosholu Parkway",45.5,54.5,5.9,10.7,79.3,0,1.6,2.5,21.8,34.2,92.1,93.2,"J.H.S. 080 The Mosholu Parkway",647,"186",28.74806821,"60","53","7","124"
"10X081","P.S. 081 Robert J. Christen",48.3,51.7,5.6,7.9,48,5.9,0.6,32.1,20.9,7.3,43.4,43.3,"P.S. 081 Robert J. Christen",722,"27",3.73961218,"12","s","s","14"
"10X085","P.S. 085 Great Expectations",46.1,53.9,0.6,28.7,68.7,0.6,0.9,0.5,21.6,25.3,95,95,"P.S. 085 Great Expectations",711,"171",24.05063361,"115","90","25","56"
"10X086","P.S. 086 Kingsbridge Heights",48.3,51.7,3.2,6.3,87.2,0.6,0.5,2.1,24.5,32.4,94.7,93.3,"P.S. 086 Kingsbridge Heights",1225,"315",25.71428716,"58","51","7","253"
"10X091","P.S. 091 Bronx",50.6,49.4,3.1,11.5,81.3,0.3,2.2,1.7,29.6,44.4,95,95,"P.S. 091 Bronx",383,"126",32.89817274,"40","34","6","86"
"10X094","P.S. 094 Kings College School",50.6,49.4,10.1,10.9,74.4,0.6,1.7,2.3,23.9,29.7,92.4,93.8,"P.S. 094 Kings College School",862,"186",21.5777263,"41","s","s","142"
"10X095","P.S. 095 Sheila Mencher",48.6,51.4,5.3,14.2,75.4,0.8,0.6,3.5,22.2,20.6,90.1,90.7,"P.S. 095 Sheila Mencher",934,"224",23.98286909,"52","37","15","169"
"10X118","J.H.S. 118 William W. Niles",48.6,51.4,18.1,17.7,56.7,0.8,3.4,3.4,20.2,17.9,95,93.1,"J.H.S. 118 William W. Niles",531,"128",24.10546094,"68","s","s","52"
"10X141","Riverdale / Kingsbridge Academy (Middle School / H",46.3,53.7,6.2,8.8,59.9,2.3,0.4,22.5,19.6,7.4,55.5,54.6,"Riverdale / Kingsbridge Academy (Middle School / H",1401,"110",7.85153434,"19","s","s","86"
"10X159","P.S. 159 Luis Munoz Marin Biling",59,41,0,11.5,87.8,0,0.7,0,20.9,25.2,95,95,"P.S. 159 Luis Munoz Marin Biling",154,"41",26.6233772,"19","s","s","22"
"10X205","P.S. 205 Fiorello LaGuardia",49.2,50.8,0.9,13,80.1,0.4,0.7,4.8,27.6,28.1,95,95,"P.S. 205 Fiorello LaGuardia",585,"125",21.36752158,"58","52","6","64"
"10X206","I.S. 206 Ann Mersereau",48.4,51.6,0.4,11.6,85.8,0,0.4,1.8,29.8,37.3,95,95,"I.S. 206 Ann Mersereau",252,"96",38.0952388,"23","16","7","71"
"10X207","P.S. 207",48.8,51.2,3.5,9.2,80.9,0.3,0.3,5.8,18.8,22.8,91.3,90.8,"P.S. 207",377,"125",33.15649927,"37","s","s","83"
"10X209","P.S. 209",53.2,46.8,1.6,15.8,78.4,1.1,0.5,2.6,20,30,95,95,"P.S. 209",188,"34",18.08510572,"8","s","s","26"
"10X213","Bronx Engineering and Technology Academy",15.5,84.5,4.3,28,62.8,0,0.3,4.6,34.2,10.5,95,89.3,"Bronx Engineering and Technology Academy",319,"52",16.30094051,"14","s","s","35"
"10X225","Theatre Arts Production Company School",68.7,31.1,0.8,24.9,70.3,0.2,0.8,1,26.3,7.5,90.9,93.9,"Theatre Arts Production Company School",476,"40",8.40336159,"21","12","9","18"
"10X226","P.S. 226",47.2,52.8,0.3,17.1,79.5,0.3,0.6,2.2,16.5,29.8,94.4,92.8,"P.S. 226",337,"46",13.64985108,"16","s","s","28"
"10X228","Jonas Bronck Academy",52.9,47.1,6.5,16.5,73.8,0.3,0.6,2.4,18.5,6.5,91.8,90.5,"Jonas Bronck Academy",340,"45",13.23529482,"11","s","s","32"
"10X237","The Marie Curie High School for Medicine, Nursing,",72.1,27.9,1.1,27.5,66.4,0.8,1.5,2.7,27.1,13.7,90.5,92.4,"The Marie Curie High School for Medicine, Nursing,",262,"35",13.35877925,"11","s","s","24"
"10X243","West Bronx Academy for the Future",54,46,1,16.1,81.6,0.2,0,1.1,26.2,17.6,94.5,95,"West Bronx Academy for the Future",608,"90",14.80263174,"25","15","10","61"
"10X244","The New School for Leadership and Journalism",49.7,50.3,1,8.2,88,0.2,0.2,2.4,21.7,21.7,95,91.9,"The New School for Leadership and Journalism",600,"151",25.16666651,"16","s","s","135"
"10X246","P.S. 246 Poe Center",44.1,55.9,1,8.9,85.7,0.2,0,4.1,21.3,37.1,95,95,"P.S. 246 Poe Center",515,"92",17.86407828,"30","s","s","60"
"10X254","I.S. 254",48,52,1.1,13.1,81.8,0.8,1.1,2.1,27.5,24.7,95,95,"I.S. 254",486,"114",23.45678955,"32","25","7","79"
"10X264","Bronx Academy for Software Engineering (BASE)",15.5,84.5,4.4,23.7,67.3,0.8,1.1,2.5,30,6.8,88.6,91.5,"Bronx Academy for Software Engineering (BASE)",370,"57",15.40540606,"31","15","16","24"
"10X268","Kingsbridge International High School",47.8,52.2,1.8,3.6,92.4,0,0,2.2,1.8,88.4,95,95,"Kingsbridge International High School",228,"86",37.71929741,"24","s","s","62"
"10X279","P.S. 279 Captain Manuel Rivera, Jr.",50.6,49.4,2.3,15.7,80.4,0.3,0.4,0.9,24,22.7,95,95,"P.S. 279 Captain Manuel Rivera, Jr.",717,"188",26.22036338,"22","15","7","164"
"10X280","P.S./M.S. 280 Mosholu Parkway",47.8,52.2,8.4,9.1,77.9,0.7,0.7,3.1,27.4,20.4,95,93.8,"P.S./M.S. 280 Mosholu Parkway",722,"191",26.45429373,"48","40","8","135"
"10X284","Bronx School of Law and Finance",52.4,47.3,1.8,21.3,73.1,0.3,0,3,18.9,12.9,89.8,91.9,"Bronx School of Law and Finance",339,"70",20.64896822,"17","9","8","51"
"10X291","P.S. 291",48.2,51.8,0.6,7.5,89.5,1.1,0.3,1.1,25.5,27.7,95,92.8,"P.S. 291",376,"77",20.47872394,"25","s","s","51"
"10X306","P.S. 306",49.7,50.3,0.2,27.6,70.8,0.5,0.7,0.2,18.9,18.9,95,95,"P.S. 306",455,"127",27.91208923,"45","39","6","79"
"10X308","Bronx Dance Academy School",70.1,29.9,1.8,15.3,79.6,1.1,0.7,1.5,20.8,12.8,89.1,89.6,"Bronx Dance Academy School",272,"46",16.91176444,"7","s","s","38"
"10X310","P.S. 310 Marble Hill",49,51,0.7,11.6,86.4,0.9,0.2,0.2,20.9,19.6,95,93.7,"P.S. 310 Marble Hill",465,"107",23.0107531,"18","10","8","82"
"10X315","P.S. 315 Lab School",56.3,43.7,1.1,7.9,88.4,1.1,0,1.6,17.9,26.3,94.2,90.9,"P.S. 315 Lab School",214,"39",18.22429895,"11","s","s","27"
"10X319","Providing Urban Learners Success In Education High",47.6,52.4,0.5,28.3,66.5,0.5,2.6,1.6,21.5,13.6,94.2,95,"Providing Urban Learners Success In Education High",227,"38",16.74008816,"17","8","9","18"
"10X331","The Bronx School of Young Leaders",50.7,49.3,0.8,24.1,73.9,0,0.8,0.3,24.1,16.4,95,94.9,"The Bronx School of Young Leaders",369,"54",14.6341458,"17","s","s","35"
"10X340","P.S. 340",49.2,50.8,2.8,8.3,84.5,1,0.2,3.1,28.7,31,93.4,93.2,"P.S. 340",620,"137",22.09677398,"27","s","s","110"
"10X342","International School for Liberal Arts",45.3,54.7,0,0,100,0,0,0,9.2,67.3,95,95,"International School for Liberal Arts",502,"197",39.24302757,"30","s","s","164"
"10X344","Ampark Neighborhood",49.8,50.2,5.2,10.2,63,8.2,1,12.5,26.2,4.3,57,57.4,"Ampark Neighborhood",329,"16",4.86322194,"6","s","s","10"
"10X351","Bronx Collaborative High School",44.9,55.1,2.6,13.9,71.4,0.2,1.2,2.1,28.1,24.1,92.4,95,"Bronx Collaborative High School",437,"73",16.7048052,"23","14","9","49"
"10X353","World View High School",45.3,54.7,5.1,15.3,73.9,0.3,0.5,2.4,16.6,24.6,87.8,91.1,"World View High School",627,"108",17.22488105,"21","15","6","85"
"10X360","P.S. 360",46.4,53.6,1.3,8.8,88.3,0.3,0,1.3,17.9,23.4,94.5,92.7,"P.S. 360",330,"61",18.48484874,"15","s","s","46"
"10X363","Academy For Personal Leadership And Excellence",46.9,53.1,1.6,12.1,84.1,0.1,0.3,1.8,26.3,29.4,94.2,94.1,"Academy For Personal Leadership And Excellence",798,"155",19.42355931,"50","s","s","103"
"10X368","In-Tech Academy (M.S. / High School 368)",45.2,54.8,1.9,6.8,86.7,0.4,0.8,3.4,22.8,15.1,89.9,87,"In-Tech Academy (M.S. / High School 368)",957,"115",12.01671883,"19","12","7","94"
"10X374","Knowledge and Power Preparatory Academy Internatio",57.1,42.9,3.7,25,66.4,0.7,0.5,3.7,23.8,12.7,94.1,93.1,"Knowledge and Power Preparatory Academy Internatio",407,"57",14.00491446,"18","10","8","38"
"10X382","Elementary School for Math, Science, and Technolog",44.2,55.8,1.3,21.2,76.5,0.4,0.4,0,26.1,31.9,95,95,"Elementary School for Math, Science, and Technolog",222,"51",22.97297269,"14","s","s","33"
"10X386","School for Environmental Citizenship",53.6,46.4,1.9,11.8,83.8,0.5,0.5,1.4,15.7,21.3,95,95,"School for Environmental Citizenship",440,"101",22.95454592,"21","s","s","78"
"10X390","M.S. 390",49.7,50.3,0.3,18.9,79.6,0,0,1.2,26.6,24.3,95,95,"M.S. 390",350,"119",34.00000036,"23","11","12","92"
"10X391","The Angelo Patri Middle School",51.7,48.3,0.3,19.9,78.5,0.3,1.1,0,26.2,39,95,95,"The Angelo Patri Middle School",392,"110",28.06122303,"62","51","11","48"
"10X396","P.S. 396",46.4,53.6,1.3,23.7,72.3,0.4,1.3,0.9,36.6,24.6,92.9,93.8,"P.S. 396",240,"52",21.66666687,"9","s","s","38"
"10X397","English Language Learners and International Suppor",46.5,53.5,0.7,15.6,81.1,0,1.8,0.7,2.5,90.5,95,95,"English Language Learners and International Suppor",291,"146",50.17182231,"35","25","10","99"
"10X433","High School for Teaching and the Professions",51,49,2.5,15.2,80.1,0.6,0.3,1.1,29.4,23.8,91.1,93.7,"High School for Teaching and the Professions",368,"55",14.94565159,"15","s","s","37"
"10X434","Belmont Preparatory High School",52.3,47.7,1.1,21.1,74,0.5,1.1,2.2,24.7,13.8,90.8,91.7,"Belmont Preparatory High School",362,"30",8.28729272,"6","s","s","23"
"10X437","Fordham High School for the Arts",74.2,25.8,3.2,29.5,62.5,0.6,1.4,2.6,19.2,1.7,87.4,77.8,"Fordham High School for the Arts",345,"30",8.69565234,"s","s","s","25"
"10X438","Fordham Leadership Academy",52.1,47.9,1.1,21.8,72.9,0,1.6,2.4,21.3,9.5,91.1,91.2,"Fordham Leadership Academy",384,"32",8.33333358,"20","12","8","12"
"10X439","Bronx High School for Law and Community Service",56.1,43.9,3.1,21.7,70.2,0.3,1.6,3.1,28.5,12,91.6,91.7,"Bronx High School for Law and Community Service",382,"54",14.13612515,"21","14","7","33"
"10X440","DeWitt Clinton High School",47.3,52.7,9.1,26,58.7,0.5,2.1,2.7,21.5,8.9,89.7,88.8,"DeWitt Clinton High School",1145,"208",18.16593856,"68","36","32","130"
"10X442","Celia Cruz Bronx High School of Music, The",61.8,38.2,1.9,29.4,65.5,1,0.7,1.2,19,3.4,85.2,83,"Celia Cruz Bronx High School of Music, The",411,"44",10.70559621,"13","s","s","26"
"10X445","The Bronx High School of Science",46.1,53.8,61.7,5.4,9.4,2.8,0.8,19.9,2.2,0,50.9,45.1,"The Bronx High School of Science",2974,"17",0.5716207,"s","s","s","15"
"10X447","Creston Academy",49.5,50.5,0.5,12.6,85.7,0,0.5,0.7,19.6,29.2,95,95,"Creston Academy",430,"110",25.58139563,"17","s","s","91"
"10X477","Marble Hill High School for International Studies",54.3,45.4,7.7,13.3,73.6,0.2,1.5,3.5,18,29.1,91.4,91.7,"Marble Hill High School for International Studies",422,"93",22.0379144,"11","s","s","80"
"10X524","Crotona International High School",46.7,53.3,1.1,4.9,93.1,0,0,0.9,2.6,96,94.3,95,"Crotona International High School",412,"171",41.50485396,"60","49","11","103"
"10X535","Rose Hill Pre-K Center",46.7,53.3,1.5,27.8,65.8,0.2,2.2,2.5,34.7,0,85.4,89,"Rose Hill Pre-K Center",464,"65",14.00862038,"27","s","s","33"
"10X546","Bronx Theatre High School",63.2,35.9,0.4,29.1,63.2,0.4,1.3,3.8,27.4,9.4,90.6,92.5,"Bronx Theatre High School",254,"44",17.32283533,"11","s","s","28"
"10X549","Discovery High School",42,58,2.8,13.7,80.9,0.3,0.8,1.5,29.1,16.2,92.8,93.5,"Discovery High School",402,"70",17.4129352,"22","s","s","44"
"10X565","High School for Energy and Technology",31,69,2.8,25.6,69,0.6,0.6,1.4,26.2,12.7,95,93.5,"High School for Energy and Technology",353,"51",14.4475922,"18","11","7","29"
"10X696","High School of American Studies at Lehman College",53.8,45.9,23.3,7.4,20.8,5.2,0.5,42.7,4,0,35.2,39.2,"High School of American Studies at Lehman College",404,"16",3.96039598,"s","s","s","15"
"11X016","P.S. 016 Wakefield",52.6,47.4,5.4,32,53.4,1.7,5.7,1.7,12.3,24,94.3,89.5,"P.S. 016 Wakefield",381,"127",33.33333433,"95","78","17","26"
"11X019","P.S. 019 Judith K. Weiss",48.3,51.7,3.5,6.6,36.6,4.2,1.7,47.4,14.4,9.5,58.1,52.9,"P.S. 019 Judith K. Weiss",693,"39",5.62770553,"s","s","s","30"
"11X021","P.S. 021 Philip H. Sheridan",45.7,54.3,5.2,48.4,39.5,2.5,1.5,2.9,23.4,12.5,93.7,91.5,"P.S. 021 Philip H. Sheridan",506,"138",27.27272809,"55","46","9","76"
"11X041","P.S. 041 Gun Hill Road",46.7,53.3,1.6,44.3,50.1,0,2.1,1.9,21.6,14.3,95,92.7,"P.S. 041 Gun Hill Road",662,"88",13.29305172,"60","49","11","28"
"11X068","P.S. 068 Bronx",44.7,55.3,1.2,64.2,28.6,1.6,1.6,2.8,32,4,78.9,77.5,"P.S. 068 Bronx",535,"67",12.52336502,"29","s","s","32"
"11X076","P.S. 076 The Bennington School",45.4,54.6,5.7,32.3,53.6,0.8,0.5,7.1,20.6,24.3,84.8,87.5,"P.S. 076 The Bennington School",635,"69",10.86614206,"29","s","s","40"
"11X078","P.S. 078 Anne Hutchinson",47.6,52.4,2,58.5,35.2,0.3,0.7,3.3,21.2,9.8,88.4,89.2,"P.S. 078 Anne Hutchinson",672,"119",17.70833284,"99","77","22","19"
"11X083","P.S. 083 Donald Hertz",46,54,10.8,5,44.5,0.9,1.1,37.7,20.6,22.8,82.1,81.4,"P.S. 083 Donald Hertz",1575,"169",10.73015854,"36","s","s","124"
"11X087","P.S. 087 Bronx",49,51,2.6,55.3,32.1,2.3,6.6,1,17.2,7.9,90.7,82.3,"P.S. 087 Bronx",338,"40",11.83431968,"14","s","s","26"
"11X089","P.S. 089 Bronx",50,50,7.5,20.4,52.6,0.6,0.2,18.8,18.2,20.2,85.9,87.2,"P.S. 089 Bronx",1274,"111",8.71271566,"54","41","13","48"
"11X096","P.S. 096 Richard Rodgers",48,52,3.5,18.1,60.6,1.2,0.6,16,19.2,12.9,86.8,88.4,"P.S. 096 Richard Rodgers",908,"132",14.53744471,"32","21","11","90"
"11X097","P.S. 097 Bronx",51,49,21.7,18.8,43.2,0.9,1.6,13.9,22.4,10.1,83.5,74.4,"P.S. 097 Bronx",608,"39",6.4144738,"20","14","6","17"
"11X103","P.S. 103 Hector Fontanez",50.6,49.4,1.1,31.6,59.4,1,3,4,20.7,21.3,94.1,93.2,"P.S. 103 Hector Fontanez",859,"202",23.5157162,"87","63","24","114"
"11X105","P.S. 105 Sen Abraham Bernstein",49.7,50.3,12.8,10,62.1,1.2,0.5,13.4,19.2,30.4,93.5,91.2,"P.S. 105 Sen Abraham Bernstein",704,"137",19.4602266,"27","18","9","110"
"11X106","P.S. 106 Parkchester",48.1,51.9,43.1,22.2,29.7,1.3,1.5,2.2,24.9,14.3,85.4,87.3,"P.S. 106 Parkchester",891,"147",16.49831682,"35","22","13","110"
"11X108","P.S. 108 Philip J. Abinanti",48.6,51.4,15.2,4.6,36.5,1.5,0.2,42,17.3,13.1,95,65.8,"P.S. 108 Philip J. Abinanti",543,"16",2.94659305,"7","s","s","9"
"11X111","P.S. 111 Seton Falls",46.3,53.7,0.7,55.1,40.7,0.7,0.2,2.5,24,4.9,91.9,91.9,"P.S. 111 Seton Falls",429,"85",19.81351972,"43","35","8","35"
"11X112","P.S. 112 Bronxwood",46.2,53.8,1.3,40.6,55.1,0.3,1.3,1.5,28.9,9.1,95,94.1,"P.S. 112 Bronxwood",415,"47",11.32530123,"28","21","7","19"
"11X121","P.S. 121 Throop",48.9,51.1,14.1,44.9,36,0.7,0.9,3.5,20.8,5.1,83.1,80.7,"P.S. 121 Throop",599,"61",10.18363908,"26","s","s","34"
"11X127","J.H.S. 127 The Castle Hill",44.6,55.4,30.8,19.7,45.6,0.3,1.4,2.3,20,18.5,81.3,83.9,"J.H.S. 127 The Castle Hill",832,"147",17.66826957,"34","26","8","110"
"11X144","J.H.S. 144 Michelangelo",44,56,7.5,45.3,41,1,0.2,5,21.6,12.7,87.6,82.6,"J.H.S. 144 Michelangelo",409,"47",11.49144247,"33","s","s","11"
"11X153","P.S. 153 Helen Keller",46.2,53.8,9.5,60.3,25.4,2.2,1.5,1.1,18.2,2.8,74.2,68.1,"P.S. 153 Helen Keller",481,"36",7.48440772,"8","s","s","28"
"11X160","P.S. 160 Walt Disney",49.7,50.3,2.3,65.6,28.1,0.7,1,2.3,22.2,4.6,78.8,65.9,"P.S. 160 Walt Disney",315,"38",12.06349209,"14","s","s","22"
"11X169","Baychester Academy",51.5,48.5,1.8,68.6,27.8,0.6,0,1.2,19.2,8.1,81.7,79,"Baychester Academy",350,"35",10.00000015,"13","s","s","16"
"11X175","P.S. 175 City Island",50.4,49.6,5.5,12.2,48.4,2.4,0.4,31.1,22,6.3,56.3,49.4,"P.S. 175 City Island",257,"11",4.28015552,"s","s","s","s"
"11X178","P.S. 178 - Dr. Selman Waksman",49.1,50.9,5.4,58.9,29.8,0.6,0.9,4.2,24.7,7.1,78.9,74,"P.S. 178 - Dr. Selman Waksman",365,"51",13.97260278,"20","s","s","27"
"11X180","M.S. 180 Dr. Daniel Hale Williams",51.3,48.7,1.2,66.4,29.1,0.9,1.1,1.2,25.1,2.7,81.5,74.4,"M.S. 180 Dr. Daniel Hale Williams",771,"55",7.13359267,"18","s","s","36"
"11X181","I.S. 181 Pablo Casals",51.2,48.8,9.8,53,31.1,1.4,1.6,3.1,22.8,6.9,78.7,72.6,"I.S. 181 Pablo Casals",574,"83",14.45993036,"41","35","6","41"
"11X189","Cornerstone Academy for Social Action",53.8,46.2,1.4,38.5,54.5,0.7,1,3.8,21.3,15.7,93.4,91.5,"Cornerstone Academy for Social Action",292,"70",23.97260219,"51","40","11","16"
"11X194","P.S./M.S. 194",49.2,50.8,34.2,6.5,52.7,1.1,1.6,3.8,18.2,19.9,92.1,88.2,"P.S./M.S. 194",1212,"188",15.5115515,"26","13","13","158"
"11X249","Bronx Health Sciences High School",53.7,46.3,6,52.8,34.9,1.1,2.8,1.7,20.2,5.1,81,80.7,"Bronx Health Sciences High School",371,"36",9.70350429,"12","s","s","24"
"11X253","Bronx High School for Writing and Communication Ar",59.6,40.4,1.5,47.8,40.9,3,2.5,3.9,25.6,13.8,95,90.5,"Bronx High School for Writing and Communication Ar",203,"28",13.7931034,"13","s","s","13"
"11X265","Bronx Lab School",41.7,58.3,5.5,44.5,46.8,0,2.3,0.9,28.9,13.8,88.1,89.8,"Bronx Lab School",251,"42",16.73306823,"36","24","12","s"
"11X270","Academy for Scholarship and Entrepreneurship: A Co",49.6,50.4,1.8,64.7,28.9,0,3.1,1.5,22.3,2.6,87.5,84.9,"Academy for Scholarship and Entrepreneurship: A Co",391,"39",9.97442454,"14","s","s","21"
"11X275","High School of Computers and Technology",19.9,80.1,4,38.6,50.8,0.2,1.1,4.9,32,10.2,85.4,85.4,"High School of Computers and Technology",461,"40",8.6767897,"24","s","s","15"
"11X287","North Bronx School of Empowerment",44.2,55.8,3.2,44.7,46.1,0,3.2,2.9,23.2,22.9,92.1,92.3,"North Bronx School of Empowerment",397,"111",27.95969844,"54","45","9","52"
"11X288","Collegiate Institute for Math and Science",36.2,63.8,13.6,25.3,39.4,0.6,1.5,16.2,20,7.2,83.6,80.7,"Collegiate Institute for Math and Science",523,"52",9.94263887,"17","8","9","35"
"11X290","Bronx Academy of Health Careers",63.5,36.5,2.5,45.6,47.2,0.3,1.6,2.5,25.2,11,90.3,91.1,"Bronx Academy of Health Careers",322,"76",23.60248417,"13","7","6","57"
"11X299","Astor Collegiate Academy",40.4,59.6,12.1,30.3,44.3,1,1.5,10.7,22.5,9.7,84,80.3,"Astor Collegiate Academy",420,"31",7.38095269,"10","s","s","20"
"11X326","Bronx Green Middle School",48,52,5.9,22.9,61.2,0.3,0.5,9.2,18.3,22.6,94.9,88,"Bronx Green Middle School",393,"63",16.03053361,"12","s","s","48"
"11X355","Bronx Alliance Middle School",46.4,53.6,2.4,63,32.7,0,0.9,0.9,27,4.7,87.7,84.3,"Bronx Alliance Middle School",232,"37",15.94827622,"21","10","11","12"
"11X357","Young Voices Academy of the Bronx",51.7,48.3,10.2,7.3,67.7,1,0.8,12.9,17.3,18.9,85.3,81.5,"Young Voices Academy of the Bronx",387,"68",17.57105887,"15","s","s","51"
"11X370","Leaders of Tomorrow",46.9,53.1,1.8,45.5,48.4,0.5,2.1,1.6,24.1,17,87.4,89,"Leaders of Tomorrow",398,"87",21.85929716,"40","29","11","41"
"11X418","Bronx High School for the Visual Arts",61.1,38.6,4.1,22.5,56.5,0.7,0.5,15.7,25.6,8.9,86.5,87.2,"Bronx High School for the Visual Arts",412,"45",10.92232987,"15","6","9","28"
"11X455","Harry S Truman High School",42.8,57.2,4,46.1,45.7,0.3,1.4,2.5,25,9.2,78.8,82.4,"Harry S Truman High School",1733,"245",14.13733363,"64","s","s","180"
"11X462","Cornerstone Academy for Social Action Middle Schoo",49.2,50.8,0.8,50,45.1,0,0.8,3.3,27.9,12.3,91.8,91,"Cornerstone Academy for Social Action Middle Schoo",133,"14",10.52631587,"9","s","s","s"
"11X468","Pelham Academy of Academics and Community Engageme",49.3,50.7,5.6,12.3,67.3,0.4,0,14.4,21.1,14.8,90.1,88,"Pelham Academy of Academics and Community Engageme",292,"33",11.30136997,"9","s","s","22"
"11X481","The STEAM Bridge School",50.4,49.6,18,13.2,46.3,0.7,0.7,21,12.1,26.1,87.9,84.9,"The STEAM Bridge School",287,"23",8.01393762,"11","s","s","12"
"11X483","The Matilda Avenue School",53.9,46.1,5,49.4,38.6,0.4,2.9,3.7,15.8,12,95,88.3,"The Matilda Avenue School",252,"70",27.7777791,"45","s","s","25"
"11X498","P.S./M.S. 11X498 - Van Nest Academy",48.1,51.9,11,8,59.9,2,0.2,19,22.5,12.1,81.7,77.7,"P.S./M.S. 11X498 - Van Nest Academy",619,"45",7.26979002,"s","s","s","38"
"11X508","Bronxdale High School",48.3,51.7,4.4,32.8,54.2,0,1.1,7.5,25.8,6.7,88.1,83,"Bronxdale High School",362,"11",3.03867403,"6","s","s","s"
"11X509","High School of Language and Innovation",47.2,52,6.2,9.7,69.8,0.3,0.8,12.1,3.8,85.4,95,95,"High School of Language and Innovation",386,"96",24.8704657,"33","s","s","56"
"11X513","New World High School",53.1,46.9,3.8,15.9,73.8,0,0.9,5.6,3.4,58.7,90.6,95,"New World High School",320,"55",17.1875,"21","s","s","33"
"11X514","The Bronxwood Preparatory Academy",48.6,51.4,2.1,57.9,35.6,0.5,1.8,1.8,24.2,8.1,88.1,81.3,"The Bronxwood Preparatory Academy",399,"45",11.27819568,"18","10","8","20"
"11X529","One World Middle School at Edenwald",55.4,44.6,2.7,57.1,36.6,0,3,0.6,23.8,5.4,86.6,82.3,"One World Middle School at Edenwald",338,"34",10.05917192,"11","s","s","20"
"11X532","Baychester Middle School",48.8,51.2,2.1,58.9,32.4,0.7,4.5,1.4,27.5,5.6,90.9,85.5,"Baychester Middle School",298,"45",15.10067135,"23","17","6","20"
"11X542","Pelham Preparatory Academy",45.6,54.4,5.7,34.2,49.7,0.2,1.8,8.4,24.4,5.7,82.2,79,"Pelham Preparatory Academy",445,"23",5.16853929,"s","s","s","17"
"11X544","High School for Contemporary Arts",61.2,38.8,1.8,39.1,51.6,2.1,2.1,2.8,35.2,11,90,92.5,"High School for Contemporary Arts",303,"45",14.85148519,"23","17","6","17"
"11X545","Bronx Aerospace High School",32.2,67.8,1.7,37.9,56.9,0,0.6,2.3,22.4,16.1,85.6,89.1,"Bronx Aerospace High School",194,"40",20.61855644,"26","20","6","12"
"11X556","Bronx Park Middle School",44.9,55.1,7.1,18.5,62.8,0.9,0.6,10.1,22.3,16.1,85.1,87.6,"Bronx Park Middle School",365,"54",14.79452103,"20","12","8","32"
"11X566","Pelham Gardens Middle School",50,50,4.1,52.7,37.4,0,0.3,5.1,26.5,13.3,82,81.6,"Pelham Gardens Middle School",339,"50",14.74926323,"28","18","10","17"
"11X567","Linden Tree Elementary School",45.7,54.3,28.7,12.9,52.4,0.9,0.9,4.1,22.1,34.7,91.8,89.9,"Linden Tree Elementary School",336,"86",25.5952388,"38","s","s","45"
